Fiscal Year,Event ID,Security Category Name,Public Event Name,Event Created Date,Event Date,Event Goal($),Active Registrations,Inactive Registrations,Total Fees Paid,Total of All Confirmed Gifts($),Total Online Gifts($),Teams,Captains,Average Team Size,Team pages with custom URL,Emails Sent,Personal pages with custom URL,Total Offline Confirmed Gifts($),Self Donors,Total From Participant($),Non-self Donors,Total Not From Participant($),Total Team Gifts($),Total Event Gifts($),Total Offline Unconfirmed Gifts($),Street Address,City,State,Zip Code,Internal Event Name,Previous Event ID
2015,25779,PAX Bike Events,"Bike MS: Escape to Lake presented by FedEx Ground, 30th Anniversary Ride",11/11/2014 13:40,6/13/2015 13:14,750000,979,62,20065,680442.98,382442.3,71,81,10,16,16760,69,298000.68,495,99706.36,546,608038.62,11562.5,12149,18775,225 Pleasant Valley Rd,Portersville,PA,16051,"PAX 2015 Bike MS: Escape to Lake presented by FedEx Ground, 30th Anniversary Ride",22539
2013,20526,PAX Bike Events,bike MS: Escape to the Lake ,10/10/2012 9:34,6/8/2013 15:59,900000,1222,72,30200,824006.03,407515.28,79,88,11,18,33661,83,416490.75,331,71778.35,963,774723.76,12922.09,8098,9158.56,,"Harmony, PA to Lake Erie (in Conneaut, OH)",PA,16037,Pennsylvania - bike MS: Western PA Escape 2013,18172
2013,20527,PAX Bike Events,bike MS: Keystone Country Ride,10/10/2012 9:34,7/20/2013 12:54,425000,577,31,16430,506885.13,231792.04,35,40,11,0,11520,0,275093.09,160,37278.78,448,475816.35,7680,3410,5925,,"Hollidaysburg, PA to State College",PA,,Pennsylvania - bike MS: Keystone Country Ride 2013,18419
2014,22539,PAX Bike Events,bike MS: Escape to the Lake 2014 Presented by FedEx Ground,8/5/2013 16:55,6/7/2014 6:06,900000,1132,43,27535,754815.74,388020.22,79,88,9,22,22260,69,366795.52,435,82104.01,740,691764.9,25633.85,872.17,4624.17,,"Harmony Area, PA to Lake Erie (in Conneaut, OH)",PA,16063,Pennsylvania - bike MS: Escape to the Lake 2014,20526
2014,23047,PAX Bike Events,bike MS: Keystone Country Ride 2014,9/30/2013 8:37,7/19/2014 12:20,517000,534,20,13835,421710.71,202178.22,32,36,11,0,10919,0,219532.49,185,47144.49,369,391964.72,7279,788,4743.5,,"Hollidaysburg, PA to State College",PA,,Pennsylvania - bike MS: Keystone Country Ride 2014,20527
2015,25966,PAX Bike Events,"Bike MS: Mason Dixon Challenge, presented by Capital BlueCross",12/22/2014 11:54,8/22/2015 10:15,300000,272,5,3445,123779.69,51384.33,21,21,5,2,4645,11,72395.36,102,22666,175,101613.69,2035,110.01,400,78 Country Club Trail ,Fairfield,PA,17320,PAX 2015 Bike MS: Mason Dixon Challenge,23266
2016,27690,PAX Bike Events,Bike MS: Escape to Lake 2016,11/6/2015 13:10,6/11/2016 12:23,750000,867,27,17733,592361.41,348686.83,64,72,9,0,25694,0,243674.58,452,92133.29,442,517297.28,10736,5807,8817.06,225 Pleasant Valley Rd,Portersville,PA,16051,PAX 2016 Bike MS: Escape to Lake presented by FedEx Ground,25779
2017,28941,PAX Bike Events,Bike MS: Cook Forest River Ride 2017,11/30/2016 8:23,9/16/2017 11:00,100000,419,5,11250,81697,46815,35,36,7,11,1720,32,34882,243,22062.64,181,67055.36,1575,195,4683,Log Cabin Inn & Pavilion #1,Cooksburg,PA,16217,PAX 2017 Bike MS: Cook Forest River Ride,27739
2014,21782,PAX Bike Events,PAX Bike MS 2014,4/1/2013 8:10,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,PAX Bike MS 2014 OLD,0
2014,21923,PAX Bike Events,PAX Bike MS 2014,4/10/2013 12:17,6/7/2014 14:05,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,PA,,PAX Bike MS 2014,0
2013,20376,PAX Bike Events,PAX Bike MS 2013,10/2/2012 11:21,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,PA,,PAX Bike MS 2013,0
2015,25732,PAX Bike Events,Bike MS: Escape to Lake presented by FedEx Ground,11/6/2014 13:23,6/13/2015 15:12,900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,225 Pleasant Valley Rd,Portersville,PA,16051,PAX 2015 Bike MS: Escape to Lake presented by FedEx Ground,0
2014,23839,PAX Bike Events,PAX - 2014 MS Great 8 - Beach to Beach Tour,12/19/2013 15:39,10/6/2014 10:39,200000,2,0,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,,,None,,PAX - 2014 MS Great 8 - Beach to Beach Tour,21423
2015,25896,PAX Bike Events,Bike MS: Cook Forest River Ride presented by Seneca Resources ,12/3/2014 9:01,9/19/2015 10:52,100000,373,6,8320,96528.04,49638.24,37,37,5,4,4815,18,46889.8,184,18391,195,80012.04,4841.3,615,1010,Log Cabin Inn & Pavilion #1,Cooksburg,PA,16217,PAX 2015 Bike MS: Cook Forest River Ride,23268
2013,21423,PAX Bike Events,PAX - 2013 MS Great 8 Tour Du Lac,1/18/2013 11:40,8/4/2013 16:08,200000,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,,None,,PAX - 2013 MS Great 8 Tour Du Lac,0
2013,21420,RIR Bike Events,RIR - 2013 MS Great 8 Tour Du Lac,1/18/2013 11:36,8/4/2013 16:08,200000,2,0,0,5028,3056,1,1,2,0,11,0,1972,1,1921,1,3107,0,0,0,,,None,,RIR - 2013 MS Great 8 Tour Du Lac,0
2014,23840,RIR Bike Events,RIR - 2014 MS Great 8 - Beach to Beach Tour,12/19/2013 15:39,10/6/2014 10:39,200000,2,0,0,7002,2621,1,1,2,0,12,0,4381,0,4616,2,2386,0,0,0,,,None,,RIR - 2014 MS Great 8 - Beach to Beach Tour,21420
2013,20377,RIR Bike Events,RIR Bike MS 2013,10/2/2012 11:21,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,RI,,RIR Bike MS 2013,0
2014,21783,RIR Bike Events,RIR Bike MS 2014,4/1/2013 8:10,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,RIR Bike MS 2014 OLD,0
2013,19444,RIR Bike Events,Rhode Island - Bike MS: Ride the Rhode 2013,6/28/2012 9:21,6/22/2013 11:27,830000,803,37,65930,543762.16,333948.42,63,70,9,0,16057,43,209813.74,444,131892.47,396,427131.38,9826.5,150,225,1027 Newport Ave.,Pawtucket,RI,2861,Rhode Island - Bike MS: Ride the Rhode 2013,18292
2014,23746,RIR Bike Events,Rhode Island:Bike MS - MS25 Quick Ride 2014,11/25/2013 9:36,4/6/2014 15:58,15000,60,0,2865,7985,6505,8,8,2,0,237,0,1480,18,1345,42,6640,635,0,0,245 S. Pier Rd,Narragansett,RI,2882,Rhode Island: Bike MS - MS25 Quick Ride 2014,0
2013,20651,RIR Bike Events,Rhode Island - Bike MS: 2013 MS 25 Quick Ride,10/22/2012 8:55,4/7/2013 14:05,50000,46,0,2300,2535,1890,6,6,1,0,29,1,645,8,365,38,2170,425,0,0,235 South Pier Rd.,Narragansett,RI,2882,Rhode Island - Bike MS: 2013 MS 25 Quick Ride,18242
2014,22426,RIR Bike Events,Rhode Island - Bike MS: Ride the Rhode 2014,7/15/2013 10:52,6/21/2014 15:24,700000,640,13,49705,454672.75,307525.72,62,74,8,0,12463,0,147147.03,354,90254.59,299,374800.26,5454,623.5,1100,200 Narragansett Park Dr.,Pawtucket,RI,2861,"Rhode Island, Pawtucket - Bike MS: Ride the Rhode 2014",19444
2014,21924,RIR Bike Events,RIR Bike MS 2014,4/10/2013 12:17,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,RIR Bike MS 2014,0
2017,28943,TNS Bike Events,Bike MS: FedEx Rockin' Ride to Oxford,12/1/2016 11:44,9/23/2017 8:28,300000,298,4,4184,117358.35,82788.19,18,19,9,4,11705,14,34570.16,108,32311,194,101692.35,470,14427,16305,,Memphis,TN,,TNS 2017 Bike MS: Rockin' Ride to Oxford,27805
2016,27805,TNS Bike Events,Bike MS: Rock-N-Roll 2016,12/14/2015 15:47,9/10/2016 15:39,300000,174,0,3822.06,139292.05,88183,17,14,8,3,23439,11,51109.05,91,52703.09,83,122583.96,250,35130,35840,4560 Venture Drive Southaven MS 38671,Memphis,TN,38671,TNS 2016 Bike MS: Rock-N-Roll,25500
2015,25500,TNS Bike Events,Bike MS: FedEx Rock-N-Roll 2015,10/21/2014 16:01,9/12/2015 10:17,300000,300,6,6829.68,205143.36,117782.78,22,26,10,1,11319,7,87360.58,126,73370.89,180,176546.47,16777.38,44995.45,44476,4560 Venture Drive Southaven MS 38671,Memphis,TN,38671,TNS 2015 Bike MS: Rock-N-Roll,22797
2013,18277,TNS Bike Events,"Tennessee, Franklin 2012 Bike to Jack and Back",10/21/2011 12:17,10/6/2012 14:14,500000,845,202,19177.48,535999.62,344456.67,97,105,6,5,19499,11,191542.95,412,106551.47,635,435035.15,10005,4071,5562,,Franklin,TN,,TNS 2012 Bike Jack and Back,16659
2014,22797,TNS Bike Events,2014 Bike MS: FedEx Rock-N-Roll Ride,9/7/2013 12:06,9/6/2014 11:37,360000,353,0,6777.12,251986,138060.38,28,30,9,2,11017,8,113925.62,159,49789.48,194,203618.2,16752.32,28242.68,1380,100 Landers Center ,Southaven,MS,38119,TNS 2014 Bike MS Rock-N-Roll,20156
2014,21925,TNS Bike Events,TNS Bike MS 2014,4/10/2013 12:17,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,TNS Bike MS 2014,0
2014,20496,TNS Bike Events,"Bike MS: Jack Daniel's ""Bike to Jack and Back"" 2013",10/5/2012 18:34,10/5/2013 11:51,500000,856,17,20915,566077.89,354307.46,73,82,7,0,35286,31,211770.43,340,94213.27,533,476985.62,10144.5,2667,5066,,Franklin,TN,37064,TNS 2013 Bike to Jack and Back,18277
2013,20378,TNS Bike Events,TNS Bike MS 2013,10/2/2012 11:21,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,TN,,TNS Bike MS 2013,0
2017,27865,TNS Bike Events,Bike MS: Bike to Jack and Back 2016,12/30/2015 13:40,10/1/2016 14:55,630000,567,3,15154.26,515692.66,330254.08,72,77,6,12,18591,49,185438.58,332,86773,238,451979.66,44378,18758.99,21320,6281 Arno Rd.,Franklin,TN,37064,TNS 2016 Bike MS: Jack and Back,25575
2014,21784,TNS Bike Events,TNS Bike MS 2014,4/1/2013 8:10,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,TNS Bike MS 2014 OLD,0
2015,23107,TNS Bike Events, Bike MS: Bike to Jack and Back ,10/2/2013 11:23,10/4/2014 11:38,600000,727,4,17220,560495.68,367672.08,80,88,6,3,23446,28,192823.6,353,92033.6,378,471272.08,7639.35,3766,1695,Arno Rd.,Franklin,TN,37069,TNS 2014 Bike MS Jack and Back,20496
2013,20156,TNS Bike Events,"Bike MS: FedEx ""Rock-N-Roll"" Ride 2013",9/9/2012 9:30,9/7/2013 15:39,340000,530,12,12060,283744.6,196684.12,32,35,13,1,25370,14,87060.48,238,57230.94,304,228453.66,2309,2220,1740,"5341 Estate Office Park Dr., Ste. 2",Memphis,TN,38119,TNS 2013 Bike Rock-N-Roll,18753
2016,25575,TNS Bike Events,Bike MS: Bike to Jack and Back 2015,10/28/2014 14:21,10/3/2015 9:27,600000,755,14,15775,578101.2,359242.45,71,80,6,3,16270,26,218858.75,364,113140.71,405,478400.49,15918,31173.5,9915,6281 Arno Rd.,Franklin,TN,37064,TNS 2015 Bike MS: Jack and Back,23107
2015,25117,TXH Bike Events,Bike MS: Sam's Club Round Up Ride (TRANSPORTATION ONLY),9/11/2014 16:36,5/2/2015 9:35,0,126,1,3540.01,1507,100,0,0,0,0,0,1,1407,5,160,122,1347,0,1347,0,,,,,"TXH Texas, Dallas - Transportation - Bike MS 2015",22707
2016,28045,TXH Bike Events,2016 Bike MS: Bike MS: Sam's Club Round Up Ride Transportation,4/13/2016 9:46,4/30/2016 9:49,0,92,0,2415,2670,30,0,0,0,0,0,0,2640,1,30,91,2640,0,2640,0,,,,,TXH 2016 Bike MS: Dallas Transportation,25117
2015,26230,TXH Bike Events,Walk MS: Waco 2015,3/19/2015 17:27,1/1/2015 11:57,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[BIKE SITE ADDRESS],[BIKE SITE CITY],TX,,"TXH Texas, Waco - Walk MS 2015 Archive - NOT USED",0
2013,20486,TXH Bike Events,"Texas, Dallas - Transportation - Bike MS: Sam's Club Ride 2013",10/5/2012 14:46,5/4/2013 14:48,1,164,0,4920,0,0,0,0,0,0,0,0,0,0,0,164,50,0,0,50,,,,,"Texas, Dallas - Transportation - Bike MS: Sam's Club Ride 2013",18044
2017,29065,TXH Bike Events,Transportation,2/21/2017 7:50,5/6/2017 7:54,0,97,0,2395,1255,0,0,0,0,0,0,0,1255,0,0,97,1255,0,1255,0,,,,,TXH 2017 Bike MS: Dallas - Transportation,28045
2014,22707,TXH Bike Events,"Texas, Dallas - Transportation - Bike MS 2014",8/26/2013 13:29,5/3/2013 16:41,0,109,0,3451,75,75,0,0,0,0,0,0,0,1,75,108,0,0,0,0,[LOCATION INFORMATION: Address],[LOCATION INFORMATION: City],TX,99999,"Texas, Dallas - Transportation - Bike MS 2014",20486
2016,27868,TXH Bike Events,Bike MS: Cactus & Crude Ride 2016,1/4/2016 8:41,7/16/2016 8:08,375000,256,3,6525,324355.89,167492.59,26,29,8,0,4896,0,156863.3,163,84626.66,96,289517.23,3835.5,43405,47885,303 Veterans Park Lane,Midland,TX,79707,TXH 2016 Bike MS: Midland,25927
2016,27090,TXH Bike Events,2016 BP MS 150 Skilled Volunteers,9/30/2015 6:08,4/16/2016 13:45,0,1065,7,0,325,325,10,20,107,3,12426,11,0,6,325,1066,0,0,0,0,,Houston,TX,77054,TXH 2016 Bike MS: BP MS 150 - Volunteers,24818
2017,28742,TXH Bike Events,Bike MS: Rock'n Hot Ride 2017,9/22/2016 12:25,9/9/2017 10:02,160000,251,15,5794,126903.6,98190.4,26,26,8,21,3110,34,28713.2,150,35265.35,116,108342.25,1012,10854,10070,4701 Northshore Drive,North Little Rock,AR,72118,TXH 2017 Bike MS: Little Rock,27919
2017,28263,TXH Bike Events,2017 BP MS 150,8/24/2016 11:31,4/29/2017 16:19,16000000,10420,674,983702.5,12626216.97,9437814.2,413,580,22,0,445829,0,3188402.77,6646,2491307.01,4448,11036115.68,176951.51,702497.83,829134.72,,Houston,TX,77054,TXH 2017 Bike MS: BP MS 150,27003
2015,25648,TXH Bike Events,Bike MS: Valero Ride the Rim,10/31/2014 15:39,6/20/2015 10:24,120000,132,4,4275,59172.47,39296.47,17,17,5,1,863,3,19876,68,31297,68,48260.47,2125.55,18625,18045,3301 W 4th Ave,Amarillo,TX,79106,"TXH Texas, Amarillo - Bike MS 2015",23316
2015,24816,TXH Bike Events,2015 BP MS 150,7/30/2014 10:56,4/18/2015 12:45,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,,Houston,TX,77054,"Texas, Houston - 2015 BP MS 150",22598
2015,24768,TXH Bike Events,Bike MS: Sam's Club Round Up Ride,7/22/2014 10:29,5/2/2015 16:16,1850000,1818,10,51514,1508452.59,1088417.09,103,137,14,57,49437,227,420035.5,935,309388.98,893,1302928.61,30498.27,100041.72,100540,5543 Legacy Drive,Dallas,TX,75024,"TXH Texas, Dallas - Bike MS 2015",22466
2015,22999,TXH Bike Events,Bike MS: Valero Ride to the River,9/25/2013 14:53,10/11/2014 8:31,1300000,1349,31,43840,1131100.25,713379.7,89,113,12,8,35087,103,417720.55,718,436828.07,662,893783.32,10969.6,45648.35,194677.35,One AT&T Center Parkway,San Antonio,TX,78219,"TXH Texas, San Antonio - Bike MS 2014",21526
2014,23317,TXH Bike Events,Bike MS: Cactus & Crude 2014,10/14/2013 10:27,7/19/2014 5:57,300000,243,0,4810,303230.49,154579.94,23,27,9,3,3947,16,148650.55,130,60309.08,113,266381.91,8134,16900,16810,303 Veterans Airpark Ln,Midland,TX,79705,"Texas, Midland - Bike MS 2014",21276
2014,22466,TXH Bike Events,Bike MS: Sam's Club Round-Up Ride,7/26/2013 15:25,5/3/2014 10:06,1850000,1863,60,39114,1415162.9,997702.16,112,143,14,44,52564,217,417460.74,1029,351719.02,894,1306029.01,23594.25,3250,135595.13,,Dallas,TX,76177,"Texas, Dallas - Bike MS 2014",20386
2017,28846,TXH Bike Events,Volunteers,9/29/2016 12:53,4/29/2017 18:30,0,1096,7,0,0,0,10,13,109,2,12255,7,0,0,0,1103,0,0,0,0,,Houston,TX,77054,TXH 2017 Bike MS: BP MS 150 - Skilled Volunteers,27090
2017,28791,TXH Bike Events,Bike MS: Sam's Club Round-Up Ride 2017,9/22/2016 15:03,5/6/2017 7:23,1800000,1858,47,49665,1650432.51,1229562,106,136,15,41,77953,372,420870.51,1159,330872.43,746,1409237.08,34535.27,94371,83315,7300 Rough Riders Trl.,Frisco,TX,75034,TXH 2017 Bike MS: Dallas,27149
2016,27149,TXH Bike Events,Bike MS: Sam's Club Round-Up Ride 2016,10/4/2015 20:07,4/30/2016 12:49,1770000,1779,19,49572,1579291.02,1172479.6,99,127,16,41,70040,379,406811.42,1126,273119.54,672,1366870.48,25774.26,60115.17,49051,7600 John Q Hammons Dr,Frisco,TX,75043,TXH 2016 Bike MS: Dallas,24768
2014,23316,TXH Bike Events,Bike MS: Valero Ride the Rim 2014,10/14/2013 10:27,6/21/2014 15:47,120000,163,1,3595,78106.84,45956.34,14,14,8,1,1628,5,32150.5,79,19998.12,85,59758.97,5205,2350,1650.25,WTAMU Drive & Russell Long Blvd.,Canyon,TX,79015,"Texas, Amarillo - Bike MS 2014",21114
2013,21276,TXH Bike Events,Bike MS: Cactus & Crude 2013 presented by Apache,12/17/2012 11:14,7/20/2013 11:08,275000,271,8,6258,268159.98,123135.54,19,20,11,2,3234,18,145024.44,133,31973,146,238498.97,3012.28,2297,625,303 Veterans Airpark Ln.,Midland,TX,79705,"Texas, Midland - bike MS: Cactus & Crude 2013, presented by Apache",18431
2013,20386,TXH Bike Events,2013 Bike MS: Sam's Club Round Up Ride,10/2/2012 13:30,5/4/2013 15:46,1850000,2138,54,60788,1501171.82,1100147.31,103,126,18,40,67286,255,401024.51,1082,225336.75,1110,1293460.07,67462.44,3024,2325,,Dallas ,TX,75006,"Texas, Dallas - Bike MS: Sam's Club Round Up Ride 2013",18029
2013,20226,TXH Bike Events,2013 BP MS 150,9/19/2012 14:23,4/20/2013 12:05,18000000,13694,946,1388650,15794142.67,11666372.29,405,537,29,0,469250,0,4127770.38,6624,1957725.35,8016,14005042.2,301052.7,51485.89,44500,,Houston,TX,77054,"Texas, Houston - 2013 BP MS 150",17896
2017,29042,TXH Bike Events,Bike MS: The Road Divided 2017,1/11/2017 9:58,9/30/2017 13:55,300000,321,8,6294,244840.79,162745.8,34,36,7,7,5675,42,82094.99,189,79832.39,140,207922.58,7279.76,23464.18,26848.18,2801 E. State Hwy. 9,Norman,OK,73071,TXH 2017 Bike MS: Norman,27871
2017,28934,TXH Bike Events,Bike MS: Pedal los Pueblos 2017,11/23/2016 14:57,8/26/2017 12:24,240000,227,5,3835,129408.13,101887.96,20,24,8,5,5627,36,27520.17,120,70164.31,112,103485.02,1405,42366.2,42766.2,30 Buffalo Thunder Trail,Santa Fe,NM,87506,TXH 2017 Bike MS: Pojoaque,27735
2017,27923,TXH Bike Events,Bike MS: Valero Ride to the River 2016,2/1/2016 10:36,10/1/2016 9:08,1561000,1509,42,34252.5,1163738,694593.14,66,92,20,0,50150,0,469144.86,778,385617.58,773,1027757.92,92285.4,161065.35,165366.5,200 Noblewood Drive,San Antonio,TX,78220,TXH 2016 Bike MS: San Antonio,26136
2016,26136,TXH Bike Events,Bike MS: Valero Ride to the River 2015,2/19/2015 12:11,10/3/2015 14:09,1407000,1418,31,31040,1255992.46,693291.48,84,112,15,10,36132,109,562700.98,607,417156.63,842,1035034.83,8086.55,191357,195199,200 Noblewood Drive,San Antonio,TX,78220,"TXH Texas, San Antonio - Bike MS 2015",22999
2013,21114,TXH Bike Events,Bike MS: Ride the Rim 2013 ,11/29/2012 10:48,6/22/2013 0:37,134299,217,7,5107,85740.33,51501.15,17,18,8,1,1578,6,34239.18,97,23053.01,127,64004.92,1876.6,2499,1252.6,WTAMU Drive & Russell Long Blvd.,Canyon,TX,79015,"Texas, Amarillo - bike MS: Ride the Rim 2013 presented by BP",18433
2014,21526,TXH Bike Events,"Texas, San Antonio - Bike MS: Valero 2013 Alamo Ride to the River",2/14/2013 13:25,10/12/2013 11:58,1270000,1433,30,45277.33,1016563.48,638372.67,95,119,12,8,33544,98,378190.81,684,390415.97,779,844430.72,16867.8,4479,216108.21,"One AT&T Center Parkway,",San Antonio ,TX,77210,"Texas, San Antonio - Bike MS 2013",18129
2016,27003,TXH Bike Events,2016 BP MS 150,8/31/2015 9:45,4/16/2016 13:18,20000000,11416,431,1122249.47,14047378.34,10633098.21,417,580,24,0,492195,0,3414280.13,6971,2657756.14,4876,12297590.45,142460.62,830681.6,859349,,Houston,TX,77054,TXH 2016 Bike MS: BP MS 150,25298
2015,25298,TXH Bike Events,2015 BP MS 150,9/26/2014 12:54,4/18/2015 17:22,20000000,14575,763,1476800,18051599.81,13549216.48,459,649,29,0,474741,2,4502383.33,7249,4143841,8089,16094744.58,317524.28,489288.48,2008521.85,,Houston,TX,77054,"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",22598
2014,22598,TXH Bike Events,"Texas, Houston - 2014 BP MS 150",8/15/2013 16:01,4/12/2014 16:41,18500000,14871,1063,1584950,17707748.53,13024604.93,423,582,31,0,518353,0,4683143.6,7283,4286214.01,8651,15720039.65,238928.16,76138.62,2203443.56,,Houston,TX,77054,"Texas, Houston - 2014 BP MS 150",20226
2013,18129,TXH Bike Events,Bike MS: Valero 2012 Alamo Ride to the River presented by H-E-B,10/11/2011 8:18,10/13/2012 14:53,1200000,1702,114,37820.52,999086.76,686825.29,108,134,11,12,55239,76,312261.47,707,218914.12,1109,788475.43,19103.05,5212.04,4185,,,None,,"Texas, San Antonio - Bike MS: Valero 2012 Alamo Ride to the River",16949
2017,28790,TXH Bike Events, Bike MS: Cactus and Crude Ride 2017,9/22/2016 15:00,7/15/2017 17:21,400000,264,2,7238.5,287959.71,161086.77,29,31,8,4,3899,36,126872.94,166,69438.56,100,270310.15,1970,31750,36485,303 Veterans Park Lane,Midland,TX,79705,TXH 2017 Bike MS: Cactus and Crude Ride,27868
2014,22616,TXH Bike Events,"Texas, Houston - Volunteers - 2014 BP MS 150",8/19/2013 8:39,4/12/2014 15:00,0,1041,32,0,195,0,9,17,115,9,12102,1,195,0,0,1073,195,0,0,0,,Houston,TX,77054,"Texas, Houston - Volunteers - 2014 BP MS 150",0
2016,27796,TXH Bike Events,Bike MS: Valero Ride the Rim 2016,12/10/2015 13:11,7/30/2016 13:28,85000,96,5,2615,39499.36,22822.04,10,10,5,1,355,7,16677.32,45,22884.79,56,30365.07,15,16540,12740,3301 W. 4th Ave.,Amarillo,TX,79106,TXH 2016 Bike MS: Amarillo,25648
2015,25927,TXH Bike Events,"Bike MS: Cactus & Crude, presented by Apache",12/12/2014 8:50,7/25/2015 10:24,350000,248,3,7030,321288.11,184059.12,22,25,9,1,3035,22,137228.99,136,51890,115,287524.11,16487.2,15995,14000,303 Veterans Park Lane,Midland,TX,79705,"TXH Texas, Midland - Bike MS 2015",23317
2016,27094,TXH Bike Events,2016 BP MS 150 Transportation,9/30/2015 22:34,4/16/2016 22:41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,TXH 2016 Bike MS: BP MS 150 - Transportation,25452
2016,27180,TXH Bike Events,BP MS150 Transportation,10/8/2015 10:42,12/31/2016 10:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,TXH 2016 Bike MS: Transportation (Multiple Registrations),0
2014,21785,TXH Bike Events,TXH Bike MS 2014,4/1/2013 8:10,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,TXH Bike MS 2014 OLD,0
2015,26231,TXH Bike Events,"TXH Texas, Austin - Walk MS 2015",3/19/2015 17:28,1/1/2015 12:07,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[BIKE SITE ADDRESS],[BIKE SITE CITY],TX,,"TXH Texas, Austin - Walk MS 2015 Archive - DO NOT USE",0
2016,28044,TXH Bike Events,2016 Bike MS: Bike MS: Sam's Club Round Up Ride Transportation,4/12/2016 10:03,4/30/2016 9:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,TXH Bike MS Dallas Transportation - DO NOT USE,25452
2016,27922,TXH Bike Events,TXH 2016 Bike MS: San Antonio,2/1/2016 10:33,12/31/2016 10:35,999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[START ADDRESS],[START CITY],TX,0,TXH 2016 Bike MS: San Antonio [DO NOT USE],0
2017,28852,TXH Bike Events,Transportation,10/10/2016 4:04,4/29/2017 7:59,0,1085,0,37240,29140,0,0,0,0,0,0,0,29140,4,225,1081,28915,0,28915,0,,,,,TXH 2017 Bike MS: BP MS 150 - Transportation,27183
2016,27183,TXH Bike Events,2016 BP MS 150 Transportation,10/8/2015 13:08,4/30/2016 13:45,0,964,1,33355,1961,0,0,0,0,0,0,0,1961,0,0,965,1961,0,1961,0,,,,,TXH 2016 Bike MS: BP MS 150 Transportation (Multiple Registrations),25452
2017,29175,TXH Bike Events,Bike MS: Norman - Transportation,5/16/2017 12:49,9/30/2017 19:16,0,39,0,1140,60,0,0,0,0,0,0,0,60,0,0,39,60,0,0,0,,,,,TXH 2017 Bike MS: Norman - Transportation,27901
2014,22599,TXH Bike Events,"Texas, Houston - Transportation - 2014 BP MS 150",8/15/2013 16:11,4/12/2014 10:09,1,2689,21,103395,560,35,0,0,0,0,0,0,525,2,560,2708,0,0,0,0,,,,,"Texas, Houston - Transportation - 2014 BP MS 150",20236
2015,24817,TXH Bike Events,"Texas, Houston - Transportation - 2015 BP MS 150",7/30/2014 11:05,4/18/2015 9:53,1,4,0,140,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,,,,"TXH Texas, Houston - Transportation - BP MS 150 2015",0
2015,24818,TXH Bike Events,"Texas, Houston - Volunteers - 2015 BP MS 150",7/30/2014 11:10,4/18/2015 20:42,0,1085,0,0,845,75,8,14,134,8,15480,2,770,1,25,1084,820,0,0,0,,Houston,TX,77054,"TXH Texas, Houston - Volunteers - 2015 BP MS 150",22616
2013,20236,TXH Bike Events,"Texas, Houston - Transportation - 2013 BP MS 150",9/20/2012 9:26,4/20/2013 10:02,1,1913,3,85719.22,70,70,0,0,0,0,0,0,0,2,70,1914,0,0,0,0,,,,,"Texas, Houston - Transportation - 2013 BP MS 150",17991
2015,25452,TXH Bike Events,2015 BP MS 150 Transportation,10/17/2014 10:03,4/18/2015 13:31,1,2160,7,87115,175,70,0,0,0,0,0,0,105,2,105,2165,70,0,0,0,,,,,"TXH Texas, Houston - Transportation - 2015 BP MS 150 Houston to Austin",22599
2014,21786,UTU Bike Events,UTU Bike MS 2014,4/1/2013 8:10,,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,UTU Bike MS 2014 OLD,0
