Internal Event Name,Event ID,Team Division,Company,Number of Participants,Total Fees Paid,Team Total Confirmed ($),Total Online Gifts($),Total Offline Confirmed Gifts($),Total Offline Unconfirmed Gifts($),Team Goal($),Total Confirmed Gifts in Team History($),Previous Event Fiscal Year,Previous Event Confirmed Gifts($),Previous Event Team Members,Fiscal Year
Colorado - Bike MS 2014,22980,Corporate,FedEx,8,469,7385,7385,0,0,10000,7385,,0,0,2014
NCT 2015 Bike MS: Tour to Tanglewood,25838,Corporate,"Qorvo, Inc",15,495,7385,5910,1475,0,2500,21534,,0,0,2015
PAX 2017 Bike MS: Escape to the Lake,28311,Corporate,,16,360,7382,5441,1941,50,20000,45323.99,2016,16252.98,16,2017
ILD 2016 Bike MS: Tour de Farms,27043,Corporate,Deloitte,18,955,7375,7025,350,0,5000,26055,2015,8450,16,2016
"Easton, Maryland - Bike MS 2014",22516,Corporate,Verizon,11,240.7,7370,5765,1605,0,10000,7370,,0,0,2014
WAS 2014 Bike MS - Washington,23318,Corporate,,10,487.5,7365,5665,1700,50,1000,7365,,0,0,2014
WAS 2014 Bike MS - Washington,23318,Corporate,,19,0,7356,4421,2935,0,20000,7356,2013,18070,38,2014
UTU 2016 Bike MS: Logan,27426,Corporate,Autoliv,10,225,7350,100,7250,0,0,32571.43,2015,12345.95,25,2016
PAX 2017 Bike MS: Escape to the Lake,28311,Corporate,Arconic Bike Team,9,35,7345,6855,490,25,1000,7345,,0,0,2017
TXH 2017 Bike MS: BP MS 150,28263,Corporate,Quanta Services,15,1430,7332,6832,500,0,0,41101.25,2016,9575.01,15,2017
"New Jersey, Oakhurst - Coast the Coast Bike MS 2013",20717,Corporate,Verizon Bike Team,13,495,7318,4325,2993,50,10000,7318,,0,0,2013
"TXH Louisiana, Hammond - Bike MS 2014",22835,Corporate,,13,311,7311.2,6186.2,1125,0,8000,7311.2,,0,0,2015
"Texas, Houston - 2013 BP MS 150",20226,Corporate,,18,1800,7310,7160,150,0,20000,7310,2012,31365.25,20,2013
COC 2016 Bike MS: Colorado,27037,Corporate,Noble Energy,6,204.8,7310,4940,2370,470,0,25225,2015,15695,22,2016
Colorado - Bike MS 2014,22980,Corporate,FINN Real Estate,11,704.57,7306,6231,1075,0,20000,7306,,0,0,2014
CAS Bike MS 2014,23956,Corporate,FedEx,14,260,7295,6255,1040,50,20000,7295,,0,0,2015
GAA Bike MS 2015,24767,Corporate,Microsoft,13,388.8,7295,5695,1600,0,10000,7295,,0,0,2015
"Texas, Houston - 2014 BP MS 150",22598,Corporate,EnerMech Mechanical Services,14,1300,7286,2086,5200,0,5000,7286,,0,0,2014
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,McKinsey,13,1330,7272.5,6157.5,1115,0,5000,7272.5,,0,0,2015
COC 2016 Bike MS: Colorado,27037,Corporate,Fransen Pittman General Contractors,12,820.95,7270.8,6990,280.8,0,1500,31304.99,2015,4330,7,2016
TNS 2012 Bike Jack and Back,18277,Corporation,,15,207.76,7268.01,5416.2,1851.81,160,15000,7268.01,2012,14273.62,23,2013
WAS 2013 Bike MS - Washington,21128,Corporate,Accenture,18,465,7265,6240,1025,0,30000,7265,,0,0,2013
NJM Bike 2015: Barrels and Brews,25877,Corporate,Deloitte,12,630,7260,5310,1950,200,2000,7260,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,Scientific Drilling,8,950,7250,5945,1305,0,10000,7250,,0,0,2015
COC 2017 Bike MS Colorado,28914,Corporate,,13,635,7250,6180,1070,0,0,32432,2016,12198,21,2017
TXH 2016 Bike MS: BP MS 150,27003,Corporate,EVX Midstream Partners,11,1190,7245,7245,0,0,5000,7245,,0,0,2016
FLS 2017 Bike MS: Breakaway to Key Largo,28099,Corporate,JBI.BIKE,22,850,7245,945,6300,0,5000,10182,2016,2847,20,2017
COC 2015 Bike MS: Colorado,25572,Corporate,McGladrey,12,297,7225,6725,500,0,4000,7225,,0,0,2015
PAE0EMS120130928CTS - Bike MS: City to Shore Ride 2013,20331,Corporation,Raven Lounge,24,1310,7214,6659,555,5,200,7214,,0,0,2013
COC 2017 Bike MS Colorado,28914,Corporate,Public Service Credit Union,11,794,7202.36,6797.36,405,500,5500,7202.36,,0,0,2017
NYN 2014 Bike MS New York City,23928,Corporate,Novartis,20,125,7195.14,6215.14,980,300,5000,7195.14,,0,0,2015
COC 2016 Bike MS: Colorado,27037,Corporate,RockPile Energy Services,5,317,7185,6720,465,0,5000,24924.5,2015,9935,11,2016
Colorado - Bike MS 2013,20901,Corporate,McCarthy,10,416,7180,4780,2400,0,25000,7180,,0,0,2013
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,"EnerMech Mechanical Services, Inc",16,230,7178.2,550,6628.2,0,6000,15313.2,,0,0,2015
"Texas, Houston - 2014 BP MS 150",22598,Corporate,DataVox,10,1060,7169.18,6980,189.18,0,0,7169.18,,0,0,2014
TXH 2017 Bike MS: BP MS 150,28263,Corporate,"RMS Engineering, Inc.",4,355,7160,6475,685,0,0,16120,2016,4335,1,2017
CAS Bike MS 2012,18684,Corporation,Team Stay Fit at Hyatt Bike Team,15,320,7156.13,6606.13,550,0,10000,7156.13,,0,0,2013
"New Jersey, Lambertville - Hops to Hops Bike MS 2013",21706,Corporate,,1,40,7150,0,7150,0,8000,7150,,0,0,2013
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,Quality Home Products,8,860,7145.52,6755.52,390,0,6000,10674.52,,0,0,2015
"Texas, Houston - 2013 BP MS 150",20226,Corporate,AEGEIA Skin Care,8,800,7145,6470,675,0,3000,7145,,0,0,2013
"OHG Ohio, Oregonia - Bike MS 2014",22619,Corporate,UPS,18,239.14,7141,3981,3160,415,5000,7141,,0,0,2014
CAN 2014 Bike MS: Waves to Wine Ride,22900,Corporate,Point B Bike Team,12,326.52,7140,6735,405,0,6000,7140,,0,0,2014
CAS Bike MS 2014,23956,Corporate,,9,400,7135,6815,320,0,10000,7135,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,,14,1390,7134,6659,475,0,0,9324,,0,0,2015
ILD Bike MS: Tour de Farms 2013,20718,Corporate,Deloitte,10,35,7131,7056,75,5,10000,7131,,0,0,2013
"Texas, Houston - 2013 BP MS 150",20226,Corporate,Swift Worldwide Resources,37,1500,7130.14,4865.14,2265,0,8000,7130.14,,0,0,2013
"Missouri, Columbia - Bike MS: Express Scripts Gateway Getaway Ride 2014",22760,Corporate,,12,195,7129,6240,889,0,6000,7129,,0,0,2014
ILD 2016 Bike MS: Tour de Farms,27043,Corporate,TransCanada,4,220,7125,5725,1400,150,5000,9865,,0,0,2016
Colorado - Bike MS 2014,22980,Corporate,,17,115,7124,5620,1504,0,4800,7124,,0,0,2014
"Texas, Houston - 2014 BP MS 150",22598,Corporate,Sasol North America,12,1470,7120,7020,100,0,4000,7120,,0,0,2014
NYN 2015 Bike MS: New York City,26036,Corporate,Lockard & Wechsler,5,225,7110,5110,2000,0,4400,8800,,0,0,2016
"Texas, Houston - 2014 BP MS 150",22598,Corporate,,15,1530,7096.99,6746.99,350,0,10000,7096.99,2013,8970,15,2014
CAS Bike MS 2015,26037,Corporate,NetApp,8,260,7095,6645,450,0,15000,8671,,0,0,2016
TXH 2017 Bike MS: BP MS 150,28263,Corporate,Oliver Wyman,11,1220,7095,2795,4300,0,10000,29928,2016,11755,16,2017
WAS 2016 Bike MS: Deception Pass Classic,27170,Corporate,Deloitte,15,0,7091,6166,925,100,0,21200,2015,7749,14,2016
Pennsylvania - bike MS: Keystone Country Ride 2013,20527,Corporation,Eat'n Park,3,115,7085,6985,100,0,3000,7085,2012,9541,9,2013
"PAE0EMS120140927CTS - New Jersey, Cherry Hill - Bike MS: City to Shore 2014",22817,Corporate,Kroll Bond Rating Agency,14,620,7082.41,6532.41,550,0,10000,7082.41,,0,0,2014
DCW 2015 Bike MS: Ride the Vine,25835,Corporate,"STG International, Inc.",6,240,7080,3480,3600,0,5000,7080,,0,0,2015
NYN 2015 Bike MS: New York City,26036,Corporate,,14,767.76,7077.24,6657.24,420,0,4400,19134.24,,0,0,2016
UTU 2015 Bike MS: Harmon's Best Dam Bike Ride,24736,Corporate,,14,510,7075,5365,1710,0,15000,32919.23,,0,0,2015
"Texas, Dallas - Bike MS 2014",22466,Corporate,Sidley Austin LLP,4,160,7070,6970,100,0,4000,7070,,0,0,2014
PAE0EMS120130928CTS - Bike MS: City to Shore Ride 2013,20331,Corporation,Thomson Reuters,12,500,7065,5450,1615,0,5000,7065,,0,0,2013
TNS 2012 Bike Jack and Back,18277,Corporation,IRMCO,2,90,7065,7065,0,0,5000,7065,,0,0,2013
"Texas, Houston - 2013 BP MS 150",20226,Corporate,Constellation Energy,13,1300,7063.3,6360,703.3,0,25000,7063.3,,0,0,2013
MNM 2016 Bike MS: Iowa Ride,27049,Corporate,,22,240,7058,4951,2107,0,10000,7058,2015,3155.52,10,2016
CAS Bike MS 2014,23956,Corporate,,7,280,7055,6705,350,0,7500,7055,2014,7391,9,2015
NCT 2014 Bike MS: Tour to Tanglewood,23796,Corporate,Ingredion Inc.,6,160,7044,1390,5654,0,10000,7044,2013,9172.3,9,2014
"Texas, Houston - 2013 BP MS 150",20226,Corporate,Pariveda Solutions,14,1400,7040,6720,320,0,7500,7040,,0,0,2013
FLS 2013 Bike MS: Breakaway to Key Largo,19654,Corporation,Citco,6,170,7040,6115,925,0,7000,7040,,0,0,2013
Minnesota - Bike MS: C.H. Robinson MS 150 Ride 2013,19263,Corporation,Deloitte,8,278.75,7030,6980,50,0,5500,7030,,0,0,2013
"Texas, Houston - 2013 BP MS 150",20226,Corporate,Vantage,12,1200,7028.15,6928.15,100,0,5000,7028.15,,0,0,2013
TXH 2017 Bike MS: Dallas,28791,Corporate,Nikon,3,70,7010.39,6600,410.39,0,7000,7060.39,,0,0,2017
"Louisiana, Hammond - Bike MS 2013",20274,Corporation,,17,460,7010,3255,3755,0,10000,7010,,0,0,2014
FLS 2014 Bike MS: Breakaway to Key Largo,22411,Corporate,,5,100,7004,6604,400,0,5000,7004,,0,0,2014
CAS 2016 Bike MS: Bay to Bay,27876,Corporate,Team Stay Fit at Hyatt Bike Team,18,650,7000,5940,1060,0,15000,29163,2016,13983,19,2017
Ohio - Bike MS: Central Ohio Challenge 2013,21476,Corporate,Abercrombie & Fitch Co,22,520,6995,3420,3575,0,4000,6995,,0,0,2013
Ohio - Bike MS: Bike to the Bay 2013,21077,Corporate,Kingston HealthCare Company,11,281,6989,1930,5059,0,0,6989,,0,0,2013
TNS 2013 Bike to Jack and Back,20496,Corporation,Dollar General,5,85,6988.99,6688.99,300,0,5000,6988.99,,0,0,2014
MOS 2016 Bike MS: Express Scripts Gateway Getaway Ride 2016,27053,Corporate,EMC - Frost Electric,6,160,6985,5885,1100,0,15000,31026.45,2015,8388.45,9,2016
TXH 2017 Bike MS: BP MS 150,28263,Corporate,Dresser-Rand a Siemens Business,13,1345,6981,6566,415,0,10000,28159.27,2016,9104.03,13,2017
"Kentucky, Shelbyville - Bike MS 2013",21156,Corporate,Kentucky One Health,5,40,6980,2390,4590,0,5000,6980,2012,6410,5,2013
DCW 2015 Bike MS: Ride the Vine,25835,Corporate,,10,290,6975,6475,500,0,10000,6975,,0,0,2015
TNS 2013 Bike to Jack and Back,20496,Corporation,Delek,5,215,6975,4625,2350,0,5000,6975,,0,0,2014
FLS 2013 Bike MS: Breakaway to Key Largo,19654,Corporation,,9,200,6970.32,5995.32,975,0,0,6970.32,2012,11150,21,2013
TNS 2014 Bike MS Jack and Back,23107,Corporate,,11,315,6955,3505,3450,0,0,6955,,0,0,2015
PAE0EMS120150926CTS Bike MS: City to Shore Ride 2015,25223,Corporate,Orthobond Corporation,6,315,6950,4800,2150,0,5000,12755,,0,0,2015
MAM 2017 Bike MS: Minuteman Ride,28942,Corporate,Biogen,17,595,6945,5070,1875,0,17500,34719.99,2016,10036,24,2017
OHA 2016 Bike MS: Buckeye Breakaway,27178,Corporate,New York Life,14,415,6940.2,5722,1218.2,0,10000,27680.2,2015,17466,24,2016
Massachusetts - Bike MS: Ride The Vineyard 2013,19124,Corporation,Cubist Pharmaceuticals,14,391,6940,6300,640,0,5000,6940,2012,4640,11,2013
Pennsylvania - bike MS: Western PA Escape 2013,20526,Corporation,Noble Energy Inc.,7,255,6938,1955,4983,0,5000,6938,,0,0,2013
CAN 2015 Bike MS: Waves to Wine Ride,25199,Corporate,Metric Theory,19,451.53,6937.75,6837.75,100,0,8000,6937.75,,0,0,2015
"Connecticut, Windsor - Bike MS 2013",21046,Corporate,Waste Management,21,70,6937,5920,1017,0,18000,6937,2012,17484.66,73,2013
TXH 2016 Bike MS: BP MS 150,27003,Corporate,Gray Reed/Braemar,17,690,6930,6290,640,220,0,22410.84,2015,15480.84,16,2016
WAS 2013 Bike MS - Washington,21128,Corporate,Recycled Cycles,16,475,6921,6426,495,0,10000,6921,,0,0,2013
MOS 2015 Bike MS: Express Scripts Gateway Getaway Ride,25028,Corporate,Boonslick Medical Group,4,95,6920,6215,705,0,0,17795,,0,0,2015
"Texas, Houston - 2014 BP MS 150",22598,Corporate,Ferguson Enterprises Inc.,15,1530,6915,6515,400,0,10000,6915,,0,0,2014
TXH 2016 Bike MS: BP MS 150,27003,Corporate,Sugar Cycles,11,1129.99,6908,6823,85,0,0,25775.8,2015,5026.8,10,2016
NYN 2016 Bike MS: NYC,27764,Corporate,Friedman LLP,8,345,6901,5756,1145,0,0,18116,2016,6825,2,2017
"Texas, Houston - 2013 BP MS 150",20226,Corporate,Mercator,11,1100,6895,6895,0,0,7000,6895,,0,0,2013
"West Virginia, White Sulpher Springs -  Bike MS: Country Roads Ride 2013",21348,Corporate,,4,40,6895,6210,685,0,10000,6895,,0,0,2013
"Michigan, Frankenmuth - Bike MS: Bavarian Breakaway 2013",19328,Corporation,,24,460,6894,5764,1130,0,0,6894,,0,0,2013
TXH 2017 Bike MS: BP MS 150,28263,Corporate,American Bureau of Shipping,13,1300,6892,6597,295,0,10000,16380.21,2016,9488.21,20,2017
"PAE0EMS120140927CTS - New Jersey, Cherry Hill - Bike MS: City to Shore 2014",22817,Corporate,Cigna,16,805,6891,6291,600,0,4000,6891,,0,0,2014
DCW 2014 Bike MS: Ride the Riverside,22016,Corporate,Intelsat,13,100,6883.5,4861,2022.5,100,10000,6883.5,2013,11885,18,2014
MOS 2016 Bike MS: Express Scripts Gateway Getaway Ride 2016,27053,Corporate,Anders Minkler Huber & Helm,8,192.76,6880,6117,763,50,7000,15010,2015,8130,5,2016
CAN 2016 Bike MS: Waves to Wine Ride,27080,Corporate,Stanford Univ.,9,392,6875,5910,965,0,5000,16313,2015,1738,2,2016
CAN 2015 Bike MS: Waves to Wine Ride,25199,Corporate,The Clorox Company,10,193,6866,5421,1445,0,5000,42379.37,,0,0,2015
"Utah, Logan - Bike MS: 2014",22337,Corporate,JBS USA,5,87.5,6861,4546,2315,0,1250,6861,,0,0,2014
ILD 2017 Bike MS: Tour de Farms,28197,Corporate,Epsilon,10,365,6858,5950,908,85,15000,33062,2016,16060,19,2017
TXH 2017 Bike MS: BP MS 150,28263,Corporate,Bearded Fox Brewing Co.,8,530,6854,6854,0,50,10000,6919,,0,0,2017
OHA 2015 Bike MS: Central Ohio Challenge,25887,Corporate,Cardinal Health,13,315,6845,1790,5055,0,10000,16605,2014,8725,16,2015
"Texas, Houston - 2014 BP MS 150",22598,Corporate,,10,1030,6835,4785,2050,0,5000,6835,,0,0,2014
"California, Santa Monica - Bike MS: Coastal Challenge 2014",23843,Corporate,Venoco,11,394.32,6834,5695,1139,0,10000,6834,,0,0,2015
TNS 2017 Bike MS: Rockin' Ride to Oxford,28943,Corporate,,2,20,6832,2620,4212,2095,0,30774,2016,11987,1,2017
WAS 2017 Bike MS: Deception Pass Classic,28273,Corporate,,11,558,6828.94,3731.79,3097.15,0,6000,26741.92,2016,11301.95,30,2017
CAN 2015 Bike MS: Waves to Wine Ride,25199,Corporate,Comcast,12,484.32,6825,5455,1370,0,7500,6825,,0,0,2015
NCT 2015 Bike MS: Tour to Tanglewood,25838,Corporate,B & G Foods,16,527.24,6825,3205,3620,0,20000,9160,,0,0,2015
NYN 2015 Bike MS: New York City,26036,Corporate,Friedman LLP,2,25,6825,6125,700,0,4400,18116,,0,0,2016
"PAE0EMS120140927CTS - New Jersey, Cherry Hill - Bike MS: City to Shore 2014",22817,Corporate,Aqua America,17,610,6822.01,5647.01,1175,100,10000,6822.01,,0,0,2014
ILD 2015 Bike MS: Tour de Farms,25280,Corporate,Enbridge,18,375,6820.05,5067,1753.05,20,10000,8830.05,,0,0,2015
FLS 2017 Bike MS: Breakaway to Key Largo,28099,Corporate,AAR Corp.,19,620,6811,3915,2896,125,6000,6916,,0,0,2017
NYN 2013 Bike MS New York City,21176,Corporate,Montefiore Medical Center,20,815.52,6805,6431,374,0,15000,6805,2013,1755,7,2014
"Texas, Houston - 2013 BP MS 150",20226,Corporate,GOYA,13,1300,6795,1495,5300,0,5000,6795,,0,0,2013
WAS 2017 Bike MS: Deception Pass Classic,28273,Corporate,,7,335,6795,5856,939,0,6000,6795,,0,0,2017
TNS 2012 Bike Jack and Back,18277,Corporation,,12,155,6786,3080,3706,0,3500,6786,,0,0,2013
"Louisiana, Hammond - Bike MS 2013",20274,Corporation,,25,840,6785,5935,850,0,10000,6785,,0,0,2014
ILD 2015 Bike MS: Tour de Farms,25280,Corporate,Salesforce Bike MS,9,0,6776,2980,3796,50,5000,6776,,0,0,2015
OHG 2016 Bike MS: Oxford,27092,Corporate,UPS,21,929.13,6775,5670,1105,0,6000,24684,2015,8246,16,2016
NCT 2015 Bike MS: Historic New Bern Ride,25674,Corporate,Onslow Memorial Hospital,16,613.96,6770,1770,5000,0,10000,19095,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,ERGOS Technology Partners,15,1560,6770,5315,1455,250,5000,6770,,0,0,2015
ALC 2015 Bike MS: Tour de Beach,25460,Corporate,Life Time Fitness,17,223.55,6768.3,6408.3,360,0,5000,52796.24,,0,0,2015
"New Bern, NC - Bike MS 2013",20780,Corporate,US Foods,9,285,6765,5825,940,0,10000,6765,,0,0,2013
"Texas, Houston - 2013 BP MS 150",20226,Corporate,Oiltanking North America,11,1100,6765,6615,150,0,5000,6765,,0,0,2013
WAS 2014 Bike MS - Washington,23318,Corporate,,12,450,6765,6765,0,0,5000,6765,,0,0,2014
ALC 2015 Bike MS: Tour de Beach,25460,Corporate,,19,144,6762.05,4420,2342.05,200,6000,16438.62,2014,4545,9,2015
"Texas, Houston - 2013 BP MS 150",20226,Corporate,Emas AMC,16,1500,6755,6330,425,0,10000,6755,,0,0,2013
PAE0EMS120130928CTS - Bike MS: City to Shore Ride 2013,20331,Corporation,Expert Technology Associates,12,100,6753,5073,1680,100,6000,6753,,0,0,2013
"Louisiana, Hammond - Bike MS 2013",20274,Corporation,BP,23,550,6750,5120,1630,0,6000,6750,,0,0,2014
"Texas, Houston - 2014 BP MS 150",22598,Corporate,,8,800,6740,6740,0,0,0,6740,,0,0,2014
NYN 2012 Bike MS New York City,18354,Corporation,Skanska USA Civil NE,15,683.28,6740,6330,410,0,5000,6740,,0,0,2013
MOS 2015 Bike MS: Express Scripts Gateway Getaway Ride,25028,Corporate,PQ,9,155,6736,6196,540,0,3000,16147,,0,0,2015
DCW 2014 Bike MS: Ride the Riverside,22016,Corporate,Marriott International,10,350,6735,5665,1070,0,1000,6735,,0,0,2014
PAE0EMS120150926CTS Bike MS: City to Shore Ride 2015,25223,Corporate,CETRA Language Solutions,7,200,6735,4850,1885,0,5000,14965,,0,0,2015
TXH 2016 Bike MS: Midland,27868,Corporate,Chevron Midland,5,175,6735,3665,3070,0,0,20580,2015,13845,8,2016
CAN 2016 Bike MS: Waves to Wine Ride,27080,Corporate,,4,114.16,6731,5571,1160,0,10000,23650,2015,6185,5,2016
CAS 2016 Bike MS: Bay to Bay,27876,Corporate,,8,300,6731,6161,570,20,0,6731,2016,0,4,2017
"Louisiana, Hammond - bike MS: Louisiana Ride 2012",17970,Corporation,Peter Mayer Advertising,20,630,6726.34,6576.34,150,0,6000,6726.34,,0,0,2013
TXH 2017 Bike MS: Little Rock,28742,Corporate,Raymond James,2,50,6726,6451,275,0,0,43063,2016,4960,7,2017
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,Sasol,9,960,6720,5850,870,0,8000,17425,,0,0,2015
"Texas, Houston - 2014 BP MS 150",22598,Corporate,Porocel,7,790,6719,5469,1250,0,12000,6719,,0,0,2014
ILD Bike MS: Tour de Farms 2014,22978,Corporate,TransCanada,8,75,6705,6405,300,500,6000,6705,,0,0,2014
Ohio - Bike MS: Pedal to the Point Ride 2013,20976,Corporate,Vitamin Shoppe,19,360,6703,4188,2515,0,3000,6703,,0,0,2013
MAM 2017 Bike MS: Minuteman Ride,28942,Corporate,GE,17,370,6702,6367,335,1740,15000,21164,2016,5517,6,2017
COC 2015 Bike MS: Colorado,25572,Corporate,Westcon Group/Comstor,16,1158,6700.14,5418.14,1282,0,0,6700.14,,0,0,2015
"Connecticut, Windsor - Bike MS 2014",23432,Corporate,,8,125,6700,5330,1370,0,6000,6700,,0,0,2014
FLS 2015 Bike MS: Breakaway to Key Largo,24696,Corporate,Investacorp,8,180,6700,2090,4610,0,6000,6700,,0,0,2015
NCT 2017 Bike MS: Tour to Tanglewood,28283,Corporate,,12,420,6699.01,5060,1639.01,98,10000,14905.71,2016,8206.7,14,2017
"Texas, San Antonio - Bike MS 2013",21526,Corporate,Marathon Oil,20,616.04,6694.45,6018.45,676,0,15000,6694.45,,0,0,2014
WAS 2016 Bike MS: Deception Pass Classic,27170,Corporate,Zillow,23,862.5,6693,5880,813,0,10000,9447.95,,0,0,2016
"Texas, Houston - 2014 BP MS 150",22598,Corporate,Columbia Pipeline Group and Millennium Pipeline,16,1780,6690,6590,100,0,0,6690,,0,0,2014
CAS Bike MS 2015,26037,Corporate,Palo Alto Networks,9,480,6690,6140,550,0,10000,18450,,0,0,2016
CAN 2014 Bike MS: Waves to Wine Ride,22900,Corporate,Skanska USA Building,19,1425,6685,0,6685,0,10000,6685,2013,5825,9,2014
"CAL, Ventura - Bike MS: Coastal Challenge 2013",21167,Corporate,Occidental Petroleum Corporation,4,182,6675,5975,700,200,2000,6675,,0,0,2014
Colorado - Bike MS 2014,22980,Corporate,CBS4,13,839,6675,5839,836,0,5000,6675,,0,0,2014
NYN 2013 Bike MS New York City,21176,Corporate,Anheuser-Busch InBev,20,942.76,6673,4338,2335,0,3000,6673,,0,0,2014
TNS 2013 Bike to Jack and Back,20496,Corporation,Schneider Electric,14,630,6670.02,4190.01,2480.01,90,3600,6670.02,,0,0,2014
KSG 2017 Bike MS: Kansas City,28811,Corporate,BNIM,9,372,6662,5487,1175,0,5000,8617,2016,50,1,2017
"New Jersey, Oakhurst - Coast the Coast Bike MS 2014",23412,Corporate,Verizon,6,300,6660,4950,1710,0,5000,6660,,0,0,2014
"Texas, Houston - 2013 BP MS 150",20226,Corporate,,12,1200,6655,5905,750,0,0,6655,2012,11545,25,2013
PAE0EMS120150926CTS Bike MS: City to Shore Ride 2015,25223,Corporate,SWISCO Inc.,17,800,6650,6550,100,0,0,32174,,0,0,2015
MAM 2016 Bike MS: Cape Cod Getaway,27048,Corporate,GymIt,4,295,6645,6520,125,0,0,8475,,0,0,2016
MOS 2017 Bike MS: Gateway Getaway Ride,28272,Corporate,,7,330,6645,4845,1800,200,5000,23110,2016,16465,27,2017
PAE0EMS120160924CTS - PAE 2016 Bike MS: City to Shore Ride,27061,Corporate,,17,610,6642.5,5375,1267.5,75,10000,11453.5,,0,0,2016
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,NESCO Institute,16,1530,6641.98,4585,2056.98,0,2000,6641.98,,0,0,2015
TXH 2016 Bike MS: Hammond,27905,Corporate,Weeks Marine,5,135,6640,6205,435,0,8500,6640,,0,0,2017
TXH 2016 Bike MS: BP MS 150,27003,Corporate,PSRG,12,1350,6635,6635,0,0,25000,20490,2015,9295,14,2016
ALC 2017 Bike MS: Rocket City,29050,Corporate,Nucor Steel,19,340,6635,6635,0,40,10000,46813,2016,14644,9,2017
Colorado - Bike MS 2013,20901,Corporate,UPS,9,596,6619.6,1400,5219.6,0,0,6619.6,,0,0,2013
PAE0EMS120130928CTS - Bike MS: City to Shore Ride 2013,20331,Corporation,,2,55,6615,3230,3385,0,0,6615,,0,0,2013
CAS Bike MS 2014,23956,Corporate,Union Bank,7,460,6611.36,6230.01,381.35,0,10000,6611.36,,0,0,2015
"TXH Louisiana, Hammond - Bike MS 2015",25876,Corporate,Chevron,4,0,6611,3268,3343,0,10000,20951,,0,0,2016
"Connecticut, Westport - Bike MS 2014",23495,Corporate,Deloitte,5,165,6610,6455,155,0,5000,6610,,0,0,2014
ILD Bike MS: Tour de Farms 2013,20718,Corporate,Dover Industrial Products,33,40,6609,5201,1408,0,0,6609,,0,0,2013
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,Era Cycling Crew,11,1100,6604,3854,2750,0,0,6604,,0,0,2015
"TXH Texas, Houston - 2015 BP MS 150 Houston to Austin",25298,Corporate,Celanese,6,720,6600,6050,550,0,2000,6600,,0,0,2015
"PAX 2015 Bike MS: Escape to Lake presented by FedEx Ground, 30th Anniversary Ride",25779,Corporate,Comcast,16,375,6592,4665,1927,0,1000,9510,2014,11575,20,2015
"New Bern, NC - Bike MS 2013",20780,Corporate,,6,120,6590,4890,1700,3550,15000,6590,,0,0,2013
"Louisiana, Hammond - bike MS: Louisiana Ride 2012",17970,Corporation,,13,420,6590,5550,1040,120,1000,6590,,0,0,2013
CAL 2015 Bike MS Coastal Challenge: Santa Monica to Santa Barbara,25958,Corporate,Wells Fargo,13,595.52,6580,6530,50,20,5000,8115,,0,0,2016
"Atlanta, Georgia - Bike MS 2013",20576,Corporate,Intelsat,13,50,6575,4365,2210,0,4000,6575,,0,0,2013
PAE 2017 Bike MS: City to Shore Ride - CTS,28216,Corporate,Mobility Works,9,605,6575,6425,150,0,5500,33315,2016,11695,8,2017
TNS 2012 Bike Jack and Back,18277,Corporation,,15,455,6575,2815,3760,0,0,6575,,0,0,2013
